id,template_type,tool,user_query,requires_clarification,ground_truth,Review_Status (OK/Fix/Drop),Reviewer_Notes
seed_0093_pure_bangla_0,pure_bangla,book_ride,গুলশান থেকে ধানমন্ডি যাওয়ার জন্য একটি ক্যাব বুক করে দাও।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Dhanmondi""}}",,
seed_0167_persona_code_switch_3,persona_code_switch,order_food,"Please, KFC theke 3 ta pizza order kore dao.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0290_persona_code_switch_2,persona_code_switch,create_calendar_event,Friday 18:00 te Doctor schedule kora jabe naki? Ektu kore dao to bhai.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0128_persona_code_switch_1,persona_code_switch,order_food,"Arre, Domino's theke 2 ta Kacchi Biryani order kore daw na.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 2}}",,
seed_0041_persona_code_switch_2,persona_code_switch,get_weather,"London e aaj weather kemon, jodi ektu check kore daw.",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0014_pure_bangla_4,pure_bangla,get_weather,দয়া করে আজকের Kolkata-এর আবহাওয়ার আপডেট দিন।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata"", ""date"": ""today""}}",,
seed_0078_persona_code_switch_1,persona_code_switch,book_ride,"Arre bhai, Airport theke Gulshan jabo, ektu ride er help koro toh.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Gulshan""}}",,
seed_0171_persona_code_switch_1,persona_code_switch,order_food,"Arre, Star Kabab theke 1 ta Burger order koro na please.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0272_pure_bangla_0,pure_bangla,create_calendar_event,সোমবার সন্ধ্যা ৬টায় আমার জন্য ডাক্তারের অ্যাপয়েন্টমেন্ট ঠিক করে দাও।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Monday"", ""time"": ""18:00""}}",,
seed_0117_pure_bangla_1,pure_bangla,order_food,দয়া করে Star Kabab থেকে আমাকে একটি কাচ্চি বিরিয়ানি অর্ডার করে দিন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0253_transliteration_4,transliteration,create_calendar_event,Tuesday 18:00 er dike Meeting fix koro toh.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0207_persona_code_switch_3,persona_code_switch,send_email,Rahul ke report er jonne ekta email kore daw to please.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0218_transliteration_5,transliteration,send_email,Boss re Report niye ekta email patha.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0049_persona_code_switch_1,persona_code_switch,get_weather,"Bhai, tomorrow London er weather report ta jodi ektu dite.",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""tomorrow""}}",,
seed_0133_persona_code_switch_3,persona_code_switch,order_food,"KFC theke 1ta Kacchi Biryani lagbe, order kore dao bhai.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0349_pure_bangla_4,pure_bangla,search_flights,আগামীকাল Mumbai থেকে London-এর ফ্লাইটের খোঁজ দাও তো।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Mumbai"", ""destination"": ""London"", ""date"": ""tomorrow""}}",,
seed_0165_persona_code_switch_0,persona_code_switch,order_food,"Bhai, KFC theke 2 ta pizza ektu order kore daw to.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0015_persona_code_switch_5,persona_code_switch,get_weather,Kolkata-r weather report e temperature koto dekhache?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata""}}",,
seed_0034_transliteration_5,transliteration,get_weather,Delhi er weather report ta daw toh ajk.,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""today""}}",,
seed_0110_pure_bangla_1,pure_bangla,book_ride,"আমি Dhaka থেকে Chittagong যাব, আমাকে একটি রাইড খুঁজে দিন।",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhaka"", ""destination"": ""Chittagong""}}",,
seed_0078_pure_bangla_4,pure_bangla,book_ride,আমাকে এয়ারপোর্ট থেকে গুলশান নিয়ে যাওয়ার জন্য একটা রাইড ঠিক করুন।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Gulshan""}}",,
seed_0226_persona_code_switch_5,persona_code_switch,send_email,Team ke meeting er email ta pathaye daw toh bhai.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Team"", ""subject"": ""Meeting"", ""body"": ""Regarding the Meeting""}}",,
seed_0087_persona_code_switch_1,persona_code_switch,book_ride,"Arre, Gulshan theke Airport er jonno ekta ride book koro to please.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Airport""}}",,
seed_0059_persona_code_switch_5,persona_code_switch,get_weather,Ektu bolba weather kemon?,Yes,"{""tool_name"": ""get_weather"", ""parameters"": {}}",,
seed_0341_persona_code_switch_2,persona_code_switch,search_flights,Kolkata theke Delhi flight jodi thake to ektu janaw.,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Delhi""}}",,
seed_0003_pure_bangla_5,pure_bangla,get_weather,ঢাকার আজকের আবহাওয়ার অবস্থা কী?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""today""}}",,
seed_0381_transliteration_2,transliteration,currency_convert,100 taka = koto dollar?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0044_transliteration_3,transliteration,get_weather,London er ajk er weather report ta bolbe?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0110_persona_code_switch_4,persona_code_switch,book_ride,"Bhai, Dhaka theke Chittagong er ride ki available? Ektu check kore daw.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhaka"", ""destination"": ""Chittagong""}}",,
seed_0275_transliteration_1,transliteration,create_calendar_event,Tuesday 10:00 am a Doctor schedule kore daw.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0323_persona_code_switch_2,persona_code_switch,create_calendar_event,"Ekta meeting set kora lagbe, ektu help korba?",Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0039_pure_bangla_2,pure_bangla,get_weather,Delhi-র আগামীকালের আবহাওয়ার রিপোর্টটা দাও তো।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0123_persona_code_switch_1,persona_code_switch,order_food,"Arre, ektu Star Kabab theke 3 ta Kacchi Biryani order koro toh.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0079_persona_code_switch_5,persona_code_switch,book_ride,"Dhanmondi theke Airport er ride ta jodi book kore dite, khub subidha hoto.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Airport""}}",,
seed_0074_persona_code_switch_0,persona_code_switch,book_ride,"Bhai, Airport theke Dhanmondi jabo, ekta ride arrange kora jabe?",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0041_pure_bangla_3,pure_bangla,get_weather,London-এর আজকের আবহাওয়ার খবরটা দাও তো।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0009_transliteration_3,transliteration,get_weather,Dhakar agamir weather report ta bolo.,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""tomorrow""}}",,
seed_0043_persona_code_switch_5,persona_code_switch,get_weather,London er weather er ki khobor ajke?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0210_pure_bangla_5,pure_bangla,send_email,রাহুল-কে লিভ নিয়ে একটা ইমেইল পাঠানোর ব্যবস্থা করো।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Leave"", ""body"": ""Regarding the Leave""}}",,
seed_0249_transliteration_0,transliteration,create_calendar_event,Tuesday 14:00 te meeting schedule koro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0211_pure_bangla_1,pure_bangla,send_email,Rahul-কে ছুটির ব্যাপারে ইমেইল করুন।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Leave"", ""body"": ""Regarding the Leave""}}",,
seed_0139_pure_bangla_4,pure_bangla,order_food,তুমি কি KFC থেকে আমার জন্য ৩টি কাচ্চি বিরিয়ানি অর্ডার করতে পারবে?,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0285_persona_code_switch_0,persona_code_switch,create_calendar_event,"Bhai, Friday 14:00 te Doctor schedule kore daw to.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0301_pure_bangla_3,pure_bangla,create_calendar_event,মঙ্গলবার ১০টার দিকে লাঞ্চ সেট করো।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0190_persona_code_switch_0,persona_code_switch,order_food,"Bhai, KFC theke 2ta burger order koro to.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 2}}",,
seed_0063_persona_code_switch_4,persona_code_switch,get_weather,Ektu janaba weather er khobor ki?,Yes,"{""tool_name"": ""get_weather"", ""parameters"": {}}",,
seed_0255_transliteration_5,transliteration,create_calendar_event,Friday 10:00 am e meeting schedule krte hobe.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""10:00""}}",,
seed_0024_persona_code_switch_4,persona_code_switch,get_weather,Mumbai er weather report ta ektu janaw toh bhai.,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""today""}}",,
seed_0166_persona_code_switch_0,persona_code_switch,order_food,"KFC theke 3ta pizza order koro to, bhai.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0379_persona_code_switch_1,persona_code_switch,currency_convert,"1000 USD er value INR e koto hobe, jante chai.",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0340_pure_bangla_5,pure_bangla,search_flights,আগামীকাল Kolkata থেকে Delhi যাওয়ার ফ্লাইট খুঁজে বের করো।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0350_persona_code_switch_5,persona_code_switch,search_flights,Ektu Mumbai theke London flight khuje ber koro to bhai.,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Mumbai"", ""destination"": ""London""}}",,
seed_0340_transliteration_5,transliteration,search_flights,"Kolkata theke Delhi jabo tmrw, flight info de",No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0205_persona_code_switch_3,persona_code_switch,send_email,"Rahul-ke report-er email-ta pathano lagbe, ektu kore daw.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0275_persona_code_switch_4,persona_code_switch,create_calendar_event,Tuesday 10:00 baje-r dike doctor schedule kore rakho to bhai.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0272_transliteration_3,transliteration,create_calendar_event,Monday 18:00 baje Doctor schedule kore dao to.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Monday"", ""time"": ""18:00""}}",,
seed_0178_transliteration_4,transliteration,order_food,Domino's theke amr jonno 1ta burger order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0001_transliteration_3,transliteration,get_weather,Dhaka-te ajk weather kmn?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""today""}}",,
seed_0166_transliteration_5,transliteration,order_food,KFC theke 3 ta pizza order kore dao.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 3}}",,
seed_0295_transliteration_4,transliteration,create_calendar_event,Monday 14:00 er dike Lunch fix kre dao plz.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Monday"", ""time"": ""14:00""}}",,
seed_0272_pure_bangla_5,pure_bangla,create_calendar_event,দয়া করে সোমবার সন্ধ্যা ৬টায় ডাক্তারের একটি অ্যাপয়েন্টমেন্ট ঠিক করুন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Monday"", ""time"": ""18:00""}}",,
seed_0279_transliteration_1,transliteration,create_calendar_event,Mangalbar 18:00 tay Doctor er appointment set koro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0025_pure_bangla_1,pure_bangla,get_weather,মুম্বাইয়ের তাপমাত্রা এখন কত ডিগ্রি?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai""}}",,
seed_0111_transliteration_5,transliteration,book_ride,airport e jaoar jonno amr ekta taxi dorkar.,Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0174_persona_code_switch_4,persona_code_switch,order_food,"Bhai, ektu Star Kabab theke 2 ta burger order daw please.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 2}}",,
seed_0027_pure_bangla_5,pure_bangla,get_weather,মুম্বাইয়ের আগামীকালের আবহাওয়ার পূর্বাভাস দাও।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0358_transliteration_5,transliteration,search_flights,London flight khuje dao to,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0096_transliteration_1,transliteration,book_ride,Dhaka theke Chittagong ekti ride dao.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhaka"", ""destination"": ""Chittagong""}}",,
seed_0019_pure_bangla_0,pure_bangla,get_weather,আগামীকালের Kolkata-র আবহাওয়ার খবর দিন।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata"", ""date"": ""tomorrow""}}",,
seed_0122_transliteration_4,transliteration,order_food,Star Kabab thke 3ta kacchi biryani order kro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0178_persona_code_switch_4,persona_code_switch,order_food,"Domino's theke 1ta Burger order kora dorkar, kore daw please.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0179_transliteration_5,transliteration,order_food,Domino's theke 1ta burger order kora lagbe.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0132_transliteration_4,transliteration,order_food,Domino's theke 3 ta Kacchi Biryani plz order daw.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0322_persona_code_switch_4,persona_code_switch,create_calendar_event,"Bhai, meeting set kora dorkar, ektu kore daw.",Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0284_persona_code_switch_4,persona_code_switch,create_calendar_event,Friday 10:00 baje doctor er appointment ta ektu confirm koro toh bhai.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""10:00""}}",,
seed_0010_transliteration_3,transliteration,get_weather,Dhakar tapmatra koto ajk?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka""}}",,
seed_0123_pure_bangla_4,pure_bangla,order_food,"Star Kabab থেকে ৩টা কাচ্চি বিরিয়ানি অর্ডার দিতে চাই, পারবে?",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 3}}",,
seed_0071_persona_code_switch_0,persona_code_switch,book_ride,"Bhai, Airport theke Dhanmondi er jonno ekta ride book kore dao na.",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0107_transliteration_4,transliteration,book_ride,plz amr airport e jaoar jonno ekta taxi book kore dao,Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0035_persona_code_switch_0,persona_code_switch,get_weather,"Delhi-r temperature ekhon koto, bhai?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi""}}",,
seed_0143_persona_code_switch_3,persona_code_switch,order_food,"Star Kabab theke 1 ta pizza order kora lagbe, ektu help koro.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0127_persona_code_switch_0,persona_code_switch,order_food,Domino's theke 2ta Kacchi Biryani order koro toh bhai.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 2}}",,
seed_0105_transliteration_1,transliteration,book_ride,Amr jonno airport-e ekta taxi book koro.,Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0357_persona_code_switch_3,persona_code_switch,search_flights,"London-er flight list-ta ektu daw toh, jete hobe.",Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0259_transliteration_1,transliteration,create_calendar_event,Friday 14:00 er dike ekti meeting fix kore dao to.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0192_persona_code_switch_2,persona_code_switch,order_food,"KFC theke 2 ta burger order kora lagbe, please daw.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 2}}",,
seed_0084_transliteration_1,transliteration,book_ride,Dhanmondi theke Gulshan e akta ride book kro.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0363_pure_bangla_5,pure_bangla,currency_convert,"দয়া করে বলুন তো, ১০০ ডলার সমান কত টাকা?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0340_pure_bangla_1,pure_bangla,search_flights,কালকে Kolkata থেকে Delhi-এর কোনো ফ্লাইট আছে কি?,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0061_pure_bangla_3,pure_bangla,get_weather,আবহাওয়ার বর্তমান অবস্থা আমাকে জানান।,Yes,"{""tool_name"": ""get_weather"", ""parameters"": {}}",,
seed_0079_pure_bangla_4,pure_bangla,book_ride,দয়া করে আমার জন্য ধানমন্ডি থেকে Airport পর্যন্ত একটি রাইড বুক করে দিন।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Airport""}}",,
seed_0381_persona_code_switch_1,persona_code_switch,currency_convert,"arre, 100 taka te koto dollar pawa jabe, bolte paren?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0241_pure_bangla_0,pure_bangla,create_calendar_event,সোমবার দুপুর ২টায় একটি মিটিং ঠিক করে দিন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Monday"", ""time"": ""14:00""}}",,
seed_0124_persona_code_switch_5,persona_code_switch,order_food,"Ei, Domino's theke 1ta Kacchi Biryani order kore dao toh, please.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0089_pure_bangla_2,pure_bangla,book_ride,গুলশান থেকে এয়ারপোর্ট পর্যন্ত যাওয়ার জন্য ক্যাব বুক করা প্রয়োজন।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Airport""}}",,
seed_0339_pure_bangla_5,pure_bangla,search_flights,আগামী সপ্তাহে কলকাতা থেকে Mumbai যাওয়ার ফ্লাইটের তথ্যগুলো কি পাওয়া যাবে?,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Mumbai"", ""date"": ""next week""}}",,
seed_0103_persona_code_switch_1,persona_code_switch,book_ride,"Arre, airport jawar jonno ektu taxi arrange koro na please.",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0291_persona_code_switch_2,persona_code_switch,create_calendar_event,"Monday 13:00 te lunch schedule kora lagbe, kore dite parba?",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Monday"", ""time"": ""13:00""}}",,
seed_0177_transliteration_2,transliteration,order_food,Star Kabab theke 3ti burger order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0248_persona_code_switch_2,persona_code_switch,create_calendar_event,"Tuesday 10:00 am-e meeting schedule kora lagbe, ektu dekhe daw.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0369_persona_code_switch_0,persona_code_switch,currency_convert,"Bhai, 1000 dollar mane koto taka hobe ektu janaben?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0375_transliteration_0,transliteration,currency_convert,500 dollar soman koto rupi?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0142_transliteration_4,transliteration,order_food,Star Kabab theke 1ta pizza order deya jabe?,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0185_transliteration_4,transliteration,order_food,Domino's thke 3ta burger order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0084_transliteration_4,transliteration,book_ride,Dhanmondi theke Gulshan a ekta ride book koro.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0143_transliteration_2,transliteration,order_food,Star Kabab theke 1ta pizza order kro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0124_transliteration_0,transliteration,order_food,Domino's theke 1ta Kacchi Biryani order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0185_pure_bangla_4,pure_bangla,order_food,আপনি কি Domino's থেকে ৩টা বারগার অর্ডার করে দিতে পারবেন?,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0046_persona_code_switch_0,persona_code_switch,get_weather,"Bhai, London-er weather kal kemon thakbe ektu janabe?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""tomorrow""}}",,
seed_0260_pure_bangla_1,pure_bangla,create_calendar_event,আগামী শুক্রবার ১৪:০০ ঘটিকায় একটি মিটিংয়ের আয়োজন করুন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0258_transliteration_3,transliteration,create_calendar_event,Friday 14:00 te ekta meeting schedule kro plz.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0087_transliteration_1,transliteration,book_ride,Gulshan theke Airport er jonno ekta ride book kore daw.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Airport""}}",,
seed_0315_transliteration_4,transliteration,create_calendar_event,Friday 18:00 tay lunch schedule kore dew.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0047_pure_bangla_4,pure_bangla,get_weather,আগামীকাল লন্ডন এর আবহাওয়াটা কেমন হবে?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""tomorrow""}}",,
seed_0276_pure_bangla_5,pure_bangla,create_calendar_event,"মঙ্গলবার দুপুর ২টায় ডাক্তারের সাথে অ্যাপয়েন্টমেন্ট রাখতে চাই, ব্যবস্থা করুন।",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
